,Price,Allocated,Sold,Wasted,Pred_demand
Great_Lakes,1.4894237754550081,3.282347593949414,3.2823475774249276,1.6524486667890415e-08,3.2823475785336353
Midsouth,1.3843605985681133,6.168571593496832,3.271189512091378,2.8973820814054543,3.2711895132038915
Northeast,1.8645529313467835,3.888669003273679,3.888668995014037,8.259641859353906e-09,3.8886689959498675
Northern_New_England,1.1922602204473545,0.9179839452659193,0.9179839427205471,2.545372246309796e-09,0.9179839466845379
SouthCentral,1.8782601732277209,4.139253639043701,4.139253622523197,1.652050407585648e-08,4.139253623402381
Southeast,1.5719217537429144,3.9205252014537715,3.6845311659423374,0.23599403551143405,3.684531166930026
West,1.9999999873310164,5.00018130089949,4.758954434388149,0.24122686651134106,4.75895443517445
Plains,1.0276220042664257,2.682467722617193,2.4850196424095654,0.19744808020762772,2.485019643873983
